aimag,soum,lat,lon,year,month,avg_temp,min_temp,wind_speed,snowfall_sum,precip_sum,livestock_count,risk_score,risk_level,risk_label
Ömnögovi,Noyon,42.775896,102.372763,2017,12,-9.977,-20.2,13.465,0.0,0.0,1161.2,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,1,-15.135,-26.3,15.435,1.61,2.4,3216.4,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,2,-8.036,-23.4,15.411,0.0,0.0,3132.0,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,3,6.216,-8.7,19.31,1.26,4.4,3336.3,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,4,11.56,-10.1,19.483,0.42,3.5,3182.3,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,5,17.619,3.5,18.232,0.0,6.8,3433.3,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2018,6,24.043,8.4,16.787,0.0,1.1,3437.7,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,7,24.768,14.1,17.861,0.0,49.6,3424.9,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2018,8,22.832,11.8,14.626,0.0,29.3,3245.8,25,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2018,9,13.877,0.0,16.59,0.0,6.9,3129.1,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2018,10,6.126,-5.8,15.777,0.0,1.8,3429.3,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,11,-4.103,-15.5,15.41,0.77,1.3,3264.9,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2018,12,-15.616,-28.0,14.894,1.05,1.4,3441.9,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,1,-12.752,-21.8,13.461,0.0,0.0,1110.5,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,2,-9.954,-21.5,15.068,1.96,2.8,1111.6,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,3,2.081,-10.4,15.384,1.68,2.4,1122.3,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,4,12.583,-1.7,17.603,3.57,6.9,1132.1,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,5,14.69,-2.0,19.5,0.28,6.3,1159.7,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2019,6,22.193,11.2,18.6,0.0,36.9,1108.9,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2019,7,24.545,15.0,17.245,0.0,16.1,1087.5,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2019,8,22.658,13.1,14.952,0.0,19.2,1139.7,25,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2019,9,19.163,6.2,14.243,0.0,5.1,1081.7,30,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2019,10,6.855,-7.8,16.406,0.56,2.2,1100.3,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,11,-2.463,-16.8,17.237,0.0,0.0,1060.4,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2019,12,-9.613,-23.5,14.542,0.0,0.0,1054.5,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,1,-9.235,-20.0,12.961,0.56,0.8,1814.7,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,2,-4.59,-18.0,14.776,2.52,3.6,1805.0,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,3,2.181,-12.9,18.065,1.26,2.1,1681.9,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,4,10.863,-5.5,15.667,0.07,0.2,1660.0,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,5,16.758,5.1,19.49,0.0,7.5,1665.4,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2020,6,22.953,11.0,17.483,0.0,2.7,1651.1,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,7,25.49,13.7,16.935,0.0,5.7,1664.3,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2020,8,22.765,10.1,18.113,0.0,8.8,1766.4,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2020,9,17.273,4.1,15.98,0.0,7.9,1660.3,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2020,10,4.59,-5.7,16.487,0.0,0.2,1703.3,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,11,-2.813,-19.0,13.9,4.2,6.7,1794.5,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2020,12,-16.555,-27.0,14.152,0.35,0.5,1652.0,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,1,-12.229,-27.0,17.694,0.07,0.1,2302.4,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,2,-1.793,-18.1,18.321,0.28,0.4,2270.2,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,3,3.948,-11.1,16.739,0.0,0.0,2154.2,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,4,9.537,-3.8,18.973,1.47,7.9,2150.4,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2021,5,16.635,0.9,21.768,0.07,2.0,2288.8,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,6,21.99,4.7,18.313,0.0,5.1,2147.8,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2021,7,25.19,12.4,17.655,0.0,12.3,2315.9,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2021,8,21.645,7.6,18.103,0.0,4.0,2290.0,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,9,17.91,5.0,15.383,0.0,10.7,2149.8,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2021,10,6.294,-4.3,13.832,0.0,1.0,2150.6,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2021,11,-3.967,-16.8,15.23,3.43,4.7,2352.9,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2021,12,-10.019,-23.2,13.455,0.0,0.0,2215.5,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,1,-9.997,-21.0,12.529,0.07,0.1,476.1,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,2,-8.996,-20.2,14.025,2.59,3.7,452.2,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,3,3.226,-11.7,19.871,0.42,1.0,494.5,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,4,10.073,-4.1,21.023,1.54,5.1,495.1,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2022,5,17.7,1.3,20.765,0.35,3.6,481.5,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,6,24.423,8.2,18.24,0.0,8.7,473.8,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2022,7,25.158,10.9,18.587,0.0,9.8,463.1,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2022,8,24.219,9.6,15.61,0.0,6.6,486.9,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2022,9,18.643,4.7,15.82,0.0,3.2,480.8,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,10,6.171,-8.8,16.561,0.0,6.4,456.2,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2022,11,-2.677,-25.7,15.603,0.98,1.6,491.5,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2022,12,-13.326,-21.8,13.858,0.49,0.6,487.3,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,1,-12.332,-27.3,15.468,2.38,3.3,2199.0,90,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,2,-4.157,-14.4,12.975,1.12,1.6,2181.6,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,3,3.426,-10.6,17.723,0.0,0.0,2154.1,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,4,8.28,-5.8,20.87,4.48,8.1,2230.1,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,5,15.6,3.7,22.155,0.0,19.4,2284.3,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2023,6,24.26,7.7,17.307,0.0,4.9,2239.6,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,7,25.765,11.4,19.032,0.0,21.9,2249.8,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2023,8,25.013,12.4,17.723,0.0,7.4,2355.5,40,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2023,9,17.653,-0.5,17.437,0.0,10.3,2229.6,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2023,10,10.697,1.0,15.687,0.0,0.2,2267.1,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,11,-3.677,-18.4,17.69,0.07,0.2,2328.2,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2023,12,-10.487,-25.4,15.906,1.33,1.9,2240.5,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,1,-10.49,-22.5,13.916,1.61,2.3,1560.5,70,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,2,-8.103,-21.9,15.062,1.47,2.1,1605.1,80,3,Маш өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,3,3.503,-14.1,17.226,1.12,2.0,1493.8,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,4,10.787,-0.2,19.47,2.38,25.7,1527.6,45,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2024,5,20.861,4.1,18.003,0.0,0.8,1599.8,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,6,23.593,11.8,17.953,0.0,11.0,1628.3,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2024,7,25.79,14.6,15.01,0.0,21.8,1568.2,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2024,8,23.923,13.4,15.919,0.0,21.3,1571.4,35,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2024,9,15.527,0.4,14.35,0.0,53.4,1504.8,25,1,Дунд
Ömnögovi,Noyon,42.775896,102.372763,2024,10,8.677,-2.9,16.165,0.14,2.8,1558.1,50,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,11,-0.59,-15.1,13.52,0.49,0.7,1571.5,60,2,Өндөр
Ömnögovi,Noyon,42.775896,102.372763,2024,12,-11.49,-20.1,13.332,0.7,1.0,1526.0,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,1,-9.235,-21.7,10.616,0.21,0.0,271.6,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,2,-7.507,-22.2,13.146,0.35,0.0,263.9,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,3,-0.552,-18.0,16.026,0.77,1.0,272.3,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,4,7.69,-11.5,16.23,3.43,5.1,250.6,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,5,13.729,-1.5,17.555,1.75,4.5,253.4,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,6,18.08,4.4,15.717,0.28,20.4,249.4,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2015,7,21.577,7.2,13.752,0.0,38.8,256.8,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2015,8,21.061,8.4,14.768,0.0,4.8,258.4,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2015,9,13.743,-0.8,14.737,3.92,28.4,255.3,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2015,10,6.139,-8.9,13.823,1.19,2.9,269.9,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2015,11,-3.46,-18.9,11.247,0.84,0.5,257.6,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2015,12,-8.935,-19.3,11.306,1.96,1.7,255.6,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,1,-16.255,-26.3,11.89,0.28,0.0,6361.3,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,2,-9.141,-22.4,14.317,0.35,0.3,6145.1,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,3,0.606,-17.7,16.0,0.84,2.4,6309.2,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,4,9.26,-7.2,17.077,0.35,0.2,6363.5,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,5,12.994,-2.5,19.252,0.21,11.5,6009.6,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,6,17.34,5.6,14.963,0.0,59.2,5882.3,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,7,24.11,13.2,12.923,0.0,16.3,5954.5,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,8,23.897,7.0,13.652,0.0,4.3,6076.4,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,9,15.293,-0.4,12.1,0.0,14.0,6315.7,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,10,5.213,-13.2,13.923,0.14,11.1,6341.8,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2016,11,-3.747,-20.7,14.46,0.56,0.1,5819.2,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2016,12,-7.816,-20.6,10.406,0.77,0.6,6127.6,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,1,-12.871,-28.1,10.868,0.91,1.3,8034.7,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,2,-6.879,-22.9,10.789,2.24,3.5,7555.1,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,3,-1.432,-13.4,12.871,9.1,14.5,7866.4,55,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,4,8.45,-3.0,14.08,0.21,2.9,7988.1,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2017,5,16.387,-5.0,16.145,0.14,3.4,7785.2,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,6,21.417,7.9,13.647,0.0,14.5,7765.5,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2017,7,24.694,11.4,13.306,0.0,15.1,7542.6,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2017,8,20.352,6.8,12.694,0.0,29.6,7427.5,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2017,9,15.463,-3.7,13.857,0.0,2.8,8050.0,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2017,10,4.806,-12.2,10.819,2.17,3.4,8052.5,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,11,-5.063,-18.8,12.84,0.35,0.5,7845.6,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2017,12,-10.619,-20.7,11.19,0.35,0.5,7617.9,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,1,-16.716,-31.0,11.203,1.4,1.9,2387.8,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,2,-9.764,-25.1,12.543,0.35,0.5,2362.5,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,3,4.49,-11.8,14.394,1.61,2.4,2235.1,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,4,9.147,-9.6,16.783,2.31,8.2,2255.8,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,5,16.81,-0.1,17.255,0.0,6.1,2362.1,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2018,6,21.82,5.9,14.553,0.0,0.8,2240.2,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2018,7,22.329,11.2,13.2,0.0,49.9,2206.6,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2018,8,20.116,9.2,10.206,0.0,58.7,2294.9,15,0,Бага
Ömnögovi,Xanxongor,43.641231,104.636477,2018,9,11.67,-1.5,15.703,0.07,8.8,2381.5,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2018,10,4.206,-7.3,12.813,0.0,0.0,2326.7,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2018,11,-4.553,-17.8,10.7,1.61,2.5,2298.0,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2018,12,-16.448,-31.0,10.819,0.0,0.0,2190.1,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,1,-14.1,-27.4,9.694,0.0,0.0,3327.5,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,2,-13.354,-26.3,9.264,3.71,5.6,3287.3,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,3,-0.019,-12.4,13.613,2.8,4.0,3242.7,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,4,9.927,-3.8,15.903,0.14,1.3,3151.5,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,5,12.523,-5.3,16.535,12.95,31.2,3076.5,55,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,6,21.343,7.6,16.133,0.0,5.2,3071.1,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2019,7,23.439,11.8,14.023,0.0,8.3,3101.0,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2019,8,20.435,9.3,12.481,0.0,21.5,3196.1,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2019,9,17.807,3.6,12.553,0.0,10.3,3248.7,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2019,10,4.616,-11.6,11.671,6.58,10.0,3231.4,45,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2019,11,-4.067,-21.4,11.29,0.98,1.3,3110.4,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2019,12,-11.31,-28.5,10.094,0.63,0.9,3325.1,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,1,-11.145,-24.0,8.629,0.63,0.8,936.2,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,2,-6.359,-20.8,10.914,3.99,5.8,887.8,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,3,0.339,-15.2,14.184,2.52,3.7,873.0,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,4,8.82,-7.2,13.287,0.28,1.4,925.5,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,5,14.261,0.6,16.513,3.22,25.5,919.3,45,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,6,21.16,7.7,16.713,0.0,2.3,941.9,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,7,23.365,12.2,12.739,0.0,10.6,929.0,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,8,20.535,10.8,13.935,0.0,31.6,935.2,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,9,14.867,0.8,13.333,0.0,9.3,887.9,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,10,3.052,-7.1,12.477,0.77,1.3,878.4,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2020,11,-4.273,-20.4,10.653,2.94,4.2,930.4,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2020,12,-18.194,-31.8,8.69,0.35,0.4,935.5,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,1,-13.645,-30.8,12.861,0.0,0.0,616.1,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,2,-3.675,-21.8,12.164,1.19,1.7,643.7,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,3,2.332,-13.1,13.719,0.56,0.8,652.1,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,4,7.95,-6.5,17.04,2.8,11.2,654.5,45,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,5,14.029,-2.0,20.352,0.0,3.6,640.0,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,6,19.913,2.5,15.593,0.0,13.9,616.5,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,7,22.055,9.9,12.355,0.0,71.5,598.2,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,8,19.035,5.9,14.955,0.0,9.3,641.5,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,9,15.933,2.3,13.133,0.0,12.3,627.8,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,10,4.455,-6.7,11.7,0.0,0.4,619.5,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2021,11,-4.053,-18.0,12.217,3.57,5.1,649.6,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2021,12,-10.448,-23.3,10.41,0.84,1.2,599.9,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,1,-12.135,-22.4,9.116,0.77,1.0,1076.9,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,2,-11.868,-23.9,9.161,2.66,3.8,1053.8,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,3,0.823,-16.6,15.571,0.84,2.0,1042.2,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,4,7.647,-5.8,17.103,8.26,15.8,1022.1,55,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,5,15.161,-0.6,15.568,0.07,4.1,1075.1,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,6,21.833,7.3,15.92,0.0,8.2,1068.2,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2022,7,22.687,11.2,14.048,0.0,30.2,983.6,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2022,8,22.442,5.8,14.49,0.0,7.0,981.7,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2022,9,17.0,2.3,13.713,0.0,6.7,1017.8,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2022,10,4.184,-8.1,12.3,12.11,19.4,1062.5,45,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2022,11,-3.797,-27.5,10.483,3.43,4.8,1080.7,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2022,12,-14.442,-25.6,11.765,0.07,0.1,994.5,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,1,-13.316,-30.2,10.842,1.68,2.5,2262.1,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,2,-5.921,-17.6,9.511,3.29,4.7,2315.8,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,3,1.4,-13.7,13.032,0.28,1.3,2335.3,50,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,4,5.843,-11.1,17.9,0.63,2.7,2156.0,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,5,13.577,-0.4,17.848,0.0,8.6,2330.2,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,6,22.087,5.1,14.437,0.0,2.8,2233.1,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,7,22.997,10.4,15.61,0.0,52.6,2180.8,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,8,23.074,10.4,13.023,0.0,2.1,2225.7,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,9,16.08,0.3,13.797,0.0,11.7,2342.1,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,10,8.771,-1.9,10.884,0.0,0.3,2233.2,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2023,11,-4.657,-18.8,13.36,2.1,3.2,2196.6,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2023,12,-11.755,-28.4,12.035,4.13,5.9,2264.7,70,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,1,-12.5,-24.1,9.626,3.99,5.7,1840.0,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,2,-10.234,-21.1,11.045,0.84,1.2,1860.4,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,3,0.955,-18.1,13.413,0.28,0.7,1793.1,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,4,9.033,-3.0,16.073,6.79,21.9,1850.0,55,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,5,18.429,4.4,15.261,0.0,5.1,1829.2,40,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2024,6,21.553,10.0,15.483,0.0,15.2,1851.0,35,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2024,7,23.448,12.6,11.426,0.0,42.7,1811.9,15,0,Бага
Ömnögovi,Xanxongor,43.641231,104.636477,2024,8,20.832,10.6,12.774,0.0,102.5,1957.1,25,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2024,9,13.54,-1.0,13.28,6.44,81.6,1901.1,45,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2024,10,6.345,-4.8,11.658,0.0,0.8,1917.2,30,1,Дунд
Ömnögovi,Xanxongor,43.641231,104.636477,2024,11,-1.9,-16.1,12.433,0.49,1.0,1938.0,60,2,Өндөр
Ömnögovi,Xanxongor,43.641231,104.636477,2024,12,-12.623,-21.9,11.49,0.7,0.8,1883.2,60,2,Өндөр
